message,message_length,hour_published,num_likes,num_comments,num_shares,published,year_published,month_published,page
"คนมันมีฝีมือ มันจะไม่โม้มากหรอก 
เค้าดูที่ Fruit Work โว้ย 55555

 Unicorn Gundam Destroy Mode 
 MEGA SIZE 1/48
ฝีมือหนูเอง 55555",129,7,11917,1159,54,2017-09-06 07:02:54.000000 UTC,2017,9,ejeab
(;/\;) กราบขอบพระคุณผู้มีเมตตาบริจาคเงินผลิตเครื่องสอน CPR สอนการใช้ AED ไปบริจาคให้ รร ทั่วไทย เป็นจำนวนสองแสนเจ็ดครับ แจกได้ตั้งหกสิบแห่ง และเงินจำนวนนี้จะสร้างเยาวชนรุ่นใหม่ที่มีความรู้ในการช่วยชีวิตคนได้อีกมากมายแน่นอน,222,7,1113,10,0,2017-09-06 07:47:37.000000 UTC,2017,9,dramaadd
ข่าวปลอม เตือนจนเบื่อละ แต่บางคนเขาก็แยกแยะข่าวปลอมไม่ออกจริงๆ,62,8,2289,86,208,2017-09-06 08:29:18.000000 UTC,2017,9,dramaadd
"คุณนุสบาดาราดัง ป่วยเป็นไส้ติ่งตอนนี้รักษาเรียบร้อยแล้ว
แต่ความดีงามของเรื่องนี้คือ ลูกชายของนุสบาเก๊งเก่งอ่ะ
แบบพอน้องเขารู้ว่า แม่ปวดท้องตรงตำแหน่งนั้น 
น้องเขาบอกเลย แม่ๆ แม่อาจเป็นไส้ติ่งนะ ไปหาหมอเหอะ แล้วก็บังคับให้แม่ไป รพ ทันที ดีนะที่แม่เชื่อลูก แต่นี่เป็นตัวอย่างที่สำคัญว่า องค์ความรู้ที่เราเรียนๆไป เกี่ยวกับเรื่องสุขภาพอ่ะ ไม่มีเสียเปล่าหรอกนะครับ มันได้ใช้ทุกคนแหละ อยู่ที่จังหวะและโอกาสก็เท่านั้น  

ปล หายไวๆคนับ
ปล2. ปวดไส้ติ่งคือปวดแถวๆขวาล่างนะ แต่ไม่ 100% เพราะไส้ติ่งเป็นโรคที่วินิจฉัยยาก อาจมาด้วยอาการที่หลากหลายมากๆได้ แล้วก็ไม่ใช่ว่าปวดขวาล่างแล้วต้องเป็นไส้ติ่งเสมอไป โดยเฉพาะใน ญ นี่เวลาปวดท้องน้อยเป็นได้หลายอย่างมากๆ ควรไปหาหมอดีสุด

เดบิทภาพไส้ติ่ง https://medthai.com/wp-content/uploads/2017/02/%E0%B9%82%E0%B8%A3%E0%B8%84%E0%B9%84%E0%B8%AA%E0%B9%89%E0%B8%95%E0%B8%B4%E0%B9%88%E0%B8%87%E0%B8%AD%E0%B8%B1%E0%B8%81%E0%B9%80%E0%B8%AA%E0%B8%9A.jpg",874,8,4796,91,62,2017-09-06 08:35:44.000000 UTC,2017,9,dramaadd
"ดูข่าวนี้แล้วคิดถึงเคสน้องการ์ตูน ที่ตอนนี้น้องเขาป่วยหนักเป็นปอดบวม นอน รพ อยุ่ เคสน้องการ์ตูนโดนรถซิ่งพุ่งชนบ้านเขา เคสนี้ขับรถมาดีๆ เจอขับสวนเลนพุ่งชนจนเด็ก 6 เดือนเสียชีวิต
จนบางครั้งก็สงสัยว่า ขับรถเหี้ยกันขนาดนี้ มันสอบใบขับขี่มาได้ยังไง แล้วหลังเกิดเหตุ โทษก็ไม่หนัก เข้าคุกไม่นานก็ออกมาแล้ว บางรายกระทั่งชดเชยค่าเสียหายให้ครอบครัวของเหยื่อ ก็ไม่มีให้เห็นเลยซักบาท

ต้องทนกับเรื่องแบบนี้กันไปอีกนานแค่ไหนวะ",413,9,7430,388,282,2017-09-06 09:52:25.000000 UTC,2017,9,dramaadd
คุณแม่และน้องการ์ตูน เหยื่อของพวกขับรถห่วยแตกเฮงซวยบนท้องถนน ไม่ต่างจากเคสที่ถูกรถขับสวนเลนชนจนเด็ก 6 เดือนเสียชีวิต ใครที่อยากช่วยเหลือน้องเขาและคุณแม่ติดต่อในเพจได้เลยนะครับ,175,9,2278,32,0,2017-09-06 09:58:11.000000 UTC,2017,9,dramaadd
"หายไปนานเลยนะ แนทธั่น 55555
ตกลงแต่งงานมีผัวไปยังน่ะ",52,10,12480,558,40,2017-09-06 10:57:42.000000 UTC,2017,9,ejeab
ข่าวฝากประชาสัมพันธ์ ใครสะดวกบริจาคเลือดกรุ๊ป B RH- ให้คนไข้ที่เชียงใหม่รบกวนด้วยนะครับ,87,11,600,10,0,2017-09-06 11:20:22.000000 UTC,2017,9,dramaadd
BURN!!!!!!!!!,13,11,18412,355,0,2017-09-06 11:39:06.000000 UTC,2017,9,dramaadd
เห็นในข่าวนึกว่าเกมเอาฮาทำแซวศาสนา ดูเกมเพลย์แล้ว มันสไม่หยอกนะเนี่ย สงสัยต้องสอยละ,83,12,851,65,0,2017-09-06 12:46:49.000000 UTC,2017,9,dramaadd
"อีดอกกกกกกกกกก!!!ฝนตก

เหี้ยแล้วไง สถิติมาเช้าทั้งอาทิตย์กูจบแล้ว

พ่องตาย T_T",78,19,12848,503,8,2017-09-06 19:01:15.000000 UTC,2017,9,ejeab
"มอนิ่งงงงงงงง เช้าวันพ้าลื้อหัส แม่งมากะฝนเลย 
จบสิครับ 555555 สถิติไร้สายตลอดอาทิตย์กูจบเลย 
รถติดชิบหายอีดอก นั่งในรถยังเซ็ง แต่พอหันออกไปดูริมถนน เห็นแถวคนยาวมากกกกกกกกกก อย่างน้อยสามสี่ร้อยเมตร ยืนกางร่มบ้าง ตากฝนบ้าง อีห่า เค้าต่อแถวขึ้นรถตู้  รอคอยแบบโคตรไร้ความหวัง สงสารเลย 
เป็นกำลังใจให้คนต่อแถวขึ้นรถตู้ทุกที่นะ

ข่าวมีไรบ้าง เอาสักสองข่าวเด่นๆ

ข่าวเด็ก15 ที่พังงา ตอนนี้เห็นว่า นอกจากสามคนแรกที่ดำเนิินคดีข่มขืนแล้ว ก็มีออกหมายเรียกเพิ่มอีก4-5คน 
ส่วนชาวบ้านก็เริ่มเข้าใจ เปิดกว้างขึ้น ไม่ค่อยมีการต่อต้านชัดเจนแบบวันแรกๆแล้ว

ใจเย็นๆ 
คนสนใจทั้งประเทศแบบนี้ ใครเกี่ยวหรือไม่เกี่ยว ดูกันที่พยานหลักฐาน 
ประชาชนก็ไม่ได้หลับหูหลับตาเชื่อเด็กหมดหรอก 
ขอแค่ชาวบ้านปล่อยให้ตำรวจ ให้สื่อมวลชนลงไปทำงานให้เต็มที่เถอะ 
ออกมาต่อต้านแบบวันแรกๆมันยิ่งทำให้คนในหมู่บ้านดูไม่ดี 
จะโดนข่มขืนโดยคนกี่คน สี่สิบ สี่ร้อย หรือคนเดียว มันไม่สำคัญหรอก
มันสำคัญว่า มีเด็กผญ โดนรุมข่มขืนในหมู่บ้านของเราจริงๆ เราต้องช่วยเด็กมันนะ
นะ นะ นะ พีบ้าวนะ

ข่าวชมพู่คลอดลูก 
อันนี้ต้องขอแสดงความยินดีกะเจ๊ชมและ ผ ด้วยนะครับ จากใจจริง
แต่เข้าไปอ่านตามเม้นเพจต่างๆ ก็ตามเคย มีอีพวกหมั่นไส้แบบไม่มีเหตุผลอยู่บ้าง 5555555 มนุษย์เน็ตพวกนี้ แม่งหมั่นไส้ทุกเรื่อง ทุกคนที่ชีวิตดีกว่ามันน่ะแหละ

คือพวกมึงก็เบาๆกันบ้างอีเหี้ย รู้ว่าเป็นโรคหมั่นคนรวย 555555 แต่มึงอย่าลืมเจ๊แกเป็นนางเอกเบอร์ต้นๆของไทย และแกก็วางตัวดีไม่ค่อยมีข่าวฉาว ข่าวดราม่า เพื่อนฝูงแกก็เยอะ คนรักแกก็มาก และที่สำคัญ แกและ ผ แก รวยมาก รวยชิบหาย โคตรพ่อโคตรแม่รวย

ฉะนั้น ถึงจะเว่อร์แค่ไหน แต่ตราบใดที่เจ๊ชมกะ ผ ไม่ได้ไปขโมยเงินในเก๊ะอาม่าของมึง  หรือเอาเสื่อไปปูจัดงานต้อนรับลูกบนบ่าพ่องงงง ก็ไม่ควรจะเดือดร้อนไปหมั่นไส้เค้า
 เราควรจะส่งใจยินดี หรือถ้ายินดีด้วยไม่ไหว ต่อมอิจฉาบวมเป่งมาก ก็แค่เลื่อนข้ามๆข่าวแกไปซะ วันสองวันก็มีข่าวอื่น 
อย่าไปเม้นด้วยถัอยคำแย่ๆ มันจะแสดงความต่ำตมในใจของมึงเอง เชื่อกู 

เผลอๆอีพวกด่าๆเนี่ย เกิดมีเงินได้สักขี้เล็บตีนเจ๊ แม่งจะจัดงานเว่อร์กว่าเค้าอีก อีดอก555555

คุณยิ้มให้ผม และขอบคุณที่ผมทำทุกอย่างเพื่อให้คุณมีความสุข
ผมอยากจะบอกคุณว่า....
เพื่อแลกกับรอยยิ้มนี้ของคุณ ให้เหนื่อยกว่านี้อีกร้อยเท่า
ผมคิดว่ามันคุ้มค่าที่สุด
ผมรักคุณนะครับ <3 <3 <3",2027,21,12659,360,12,2017-09-06 21:42:07.000000 UTC,2017,9,ejeab
"ข่าวนี้อ่านแล้วแทบไม่เชื่อสายตาว่าเกิดขึ้นจริง คือที่เมืองจีน สาวท้องคนนึง หมอบอกว่าต้องผ่าเพราะเด็กหัวโตเกินจะคลอดเองตามธรรมชาติ 

แต่มีธรรมเนียมแปลกๆที่นั่นคือสามีกับครอบครัวไม่ยอมให้เธอผ่าคลอด เห็นเขาว่าที่จีนมีกฏหมายระบุว่าหมอจะผ่าคลอดให้ได้ต่อเมื่อครอบครัวยินยอม ยกเว้นเหตุฉุกเฉิน หญิงท้องคนนี้เขาเซ็นเอกสารมอบสิทธิในการตัดสินใจให้สามี หมอก็ต้องแจ้งให้สามีกับครอบครัวอนุญาตก่อนถึงจะผ่าได้

ต่อมาเธอเจ็บคลอดมาก แต่เบ่งยังไงก็ไม่ออก เลยขอให้สามีกับครอบครัวยินยอมให้เธอผ่าตามที่หมอแนะ แต่สามีก็ไม่ยอมอยุ่ดี ยืนยันว่าต้องคลอดตามธรรมชาติเท่านั้น ขนาดสาวท้องก้มกราบขอให้ยอมให้เธอผ่าก็ไม่ยอม สุดท้ายเธอไปกระโดดตึกเสียชีวิต",620,23,9692,846,2,2017-09-06 23:08:31.000000 UTC,2017,9,dramaadd
O_o เรื่องเนเน่มันไปถึงขั้นนี้แล้วเหรอวะ,40,23,8932,415,325,2017-09-06 23:29:26.000000 UTC,2017,9,dramaadd
"อันนี้เนื้อหาจากข่าว bbc เองเลย
เอ่อ จะดีเหรอวะเฮนรี่",53,23,2322,129,43,2017-09-06 23:44:05.000000 UTC,2017,9,dramaadd
มันร้ายว่ะ,10,0,4521,68,77,2017-09-07 00:00:20.000000 UTC,2017,9,dramaadd
ตามนั้น มันคือแผ่นแปะตีนแก้ปวดเมื่อยธรรมด๊าธรรมดา มีขายที่บูทสและวัตสันในราคาถู๊กถูก แต่มีคนเอาไปหลอกขายในเน็ทว่าเป็นแผ่นแปะตีนดูดสารพิษรักษาสารพัดโรคเฉ้ยยยยยยยย,161,0,1917,87,0,2017-09-07 00:09:52.000000 UTC,2017,9,dramaadd
"จากดราม่าสาวจีนที่ฆ่าตัวตายเพราะคลอดลูกไม่ได้เด็กหัวโต แต่ครอบครัวไม่ยอมให้ผ่าคลอด ทีมงานเพจอ้ายจงเขาไปถามความเห็นคนจีนมาได้ความว่า คนจีนนิยมคลอดธรรมชาติมากกว่าเพราะเชื่อว่าผ่าคลอดทำให้เด็กออกมาไม่สมบูรณ์ร่างกายไม่แข็งแรง และค่าผ่าคลอดแพงกว่าคลอดธรรมชาติหน่อยนึง (สองหมื่นฝ่าๆ)

เอาจริงๆ การคลอดตามธรรมชาติ เป็นเรื่องดี มีงานวิจัยว่าเด็กที่คลอดตามธรรมชาติจะมีสุขภาพที่ดีแข็งแรงกว่าเด็กที่ผ่าคลอด รวมทั้งแม่เองก็จะฟื้นตัวได้ไวกว่ามาก

ปัญหาคือ ถ้าจำเป็นต้องผ่า มันก็ต้องผ่าสิวะ เคสที่จำเป็นต้องผ่าก็เช่น แม่มีภาวะเสี่ยง ครรภ์เป็นพิษรุนแรง มีปัญหารกเกาะต่ำ รกลอกตัวก่อนกำหนด เด็กเอาก้นลง เด็กตัวโตเกินไป การคลอดล่าช้า เด็กเริ่มแย่ บลาๆ พวกนี้คือข้อบ่งชี้ให้ผ่า ถึงเวลาจำเป็นต้องผ่า มันก็ต้องผ่า

ไม่ใช่หมอบอกต้องผ่าแล้วเพราะจำเป็นแล้วยังจะยื้อให้คลอดเองให้ได้ แบบนั้นมันไม่ใช่ละเว้ยยยยย แม่งตรงข้ามกะในไทยเลยนะเนี่ยของเราเอะอะๆผ่าคลอดหม้ด",836,0,1366,59,0,2017-09-07 00:17:49.000000 UTC,2017,9,dramaadd
"""ทุกวันนี้ยังคงให้อาหารนกพิราบเหมือนเดิม เพราะกฎหมายไม่ได้ห้าม ถึงแม้ทางสำนักงานเขตจะขอร้องให้เลิก แต่ยืนยันว่าตนนั้นทำตามจารีตประเพณี การทำบุญทำทานมีมาก่อนกฎหมาย ส่วนเรื่องกลิ่นเหม็นนั้น หากชาวบ้านไปฟ้องร้องตนในกรณีนี้ ตนก็ยินดี แต่คิดว่ามันต้องมีหน่วยวัด หรือเจ้าหน้าที่มาตรวจว่ากลิ่นเหม็นเกินหลักเกณฑ์ไหม""

ตอนเรื่องบ้านลุงเป็นข่าวแล้ว จนท แก้ปัญหาด้วยกรเข้าไปเก็บกวาดบ้านลุงให้ กุก็เคยบอกละว่า มันแก้ปัญหานี้ไม่ได้ มันปลายเหตุมากๆ กรณีนี้วิธีที่จะแก้ปัญหาให้ได้จริงๆ คือต้องพาลุงเขาไปคุยกับหมอ",497,0,5324,412,0,2017-09-07 00:27:39.000000 UTC,2017,9,dramaadd
"คลิปตัดต่อ #จบข่าว

อิอิ แต่มีภาพของจริงให้ดู ไม่ใช่ชนปีก แต่ชนหน้าเครื่องบินจังๆเลย",84,0,2120,39,0,2017-09-07 00:29:24.000000 UTC,2017,9,dramaadd
ช่วงนี้คนจัดอีเว้นแบบนี้กันเยอะนะ มีใครแถวนี้ไปแจมอีเว้นทไหนแล้วมั่ง,68,0,5142,206,636,2017-09-07 00:53:26.000000 UTC,2017,9,dramaadd
"ภาพถ่ายครอบครัวภาพแรกของบ้านเจ๊ชม จ้า
ที่เก็บตัวแม่ลูกเงียบกิ๊บ 
น่าจะเพราะเจ๊ต้องการให้ภาพแรกของลูก สายฟ้า พายุ สวยงามที่สุด
ดีใจด้วยคร้าบบบบบ",143,1,31488,269,178,2017-09-07 01:00:38.000000 UTC,2017,9,ejeab
"เด็กชายสองคนนี้พี่น้องกัน คนพี่สิบขวบ คนน้องสองขวบ คนน้องไปเล่นสระว่ายน้ำของยายเขาแล้วพลัดตกจมน้ำ พี่ชายช่วยน้องขึ้นมา แล้วพบว่าน้องไม่หายใจ

พี่ชายเคยดูหนัง San adreas ที่เดอะร๊อคเล่น ไอ้หนังเกี่ยวกับแผ่นดินไหวภัยพิบัติน่ะ แล้วจำฉากที่เดอะร๊อคทำ CPR ช่วยชีวิตคนในหนังได้

พี่ชายเลย CPR ให้น้องตามที่ดูมาในหนัง สุดท้ายน้องชายรอดชีวิต ปลอดภัยละ พอเป็นข่าว เดอะร๊อคนั่งเครื่องบินบึ่งมาแสดงความชื่นชมฮีโร่ตัวน้อยคนนี้ถึงบ้านเลยว่ะครับ สุดยอดจริงๆ",443,1,44114,325,1324,2017-09-07 01:03:15.000000 UTC,2017,9,dramaadd
"สืบเนื่องจากข่าวสลดที่จีนเมื่อเช้า ที่แม่ท้องจะคลอดอยู่แล้ว แต่คลอดไม่ได้เพราะเด็กตัวโต หมอแนะนำให้คลอดด้วยการผ่า แต่สามีและครอบครัวไม่ยินยอม จะให้คลอดตามธรรมชาติให้ได้ ขนาดแม่เขาคุกเข่าอ้อนวอนยังไม่ยอม สุดท้ายเธอโดดตึกฆ่าตัวตาย แล้วมีประเด็นว่าคนจีนเขามีค่านิยมที่คิดว่าการผ่าคลอดจะทำให้เด็กไม่แข็งแรง ต้องคลอดตามธรรมชาติเท่านั้น

อันนี้มันเป็นความเข้าใจที่ ถูกบางส่วน 

เพราะมันมีหลักฐานทางการแพทย์จริงๆว่า เด็กที่คลอดตามธรรมชาติ จะแข็งแรงกว่าเด็กที่ผ่าคลอด เพราะเวลาเด็กคลอดออกมาตามธรรมชาติ จะต้องผ่าช่องคลอด แล้วเด็กจะได้รับแบคทีเรียที่มีประโยชน์จากแม่ในจังหวะนั้น ทำให้มีการกระตุ้นร่างกายให้พัฒนาระบบภูติคุ้มกันให้สมบูรณ์แข็งแรงกว่าเด็กที่ผ่าคลอด มีข้อมูลว่า เด็กที่คลอดด้วยการผ่า ป่วยบ่อยกว่าเด็กที่คลอดเองตามธรรมชาติ ประมาณ 20% แต่ถ้าพ่อแม่คนไหนที่มีลูกผ่าคลอดก็ไม่ต้องกังวลไป เรื่องพวกนี้พอเด็กโตหน่อยก็เสริมอาหารที่มีโปรไบโอติคดีๆให้ลูกกินได้ ออกกำลังกายให้แข็งแรง เด๋วก็สุขภาพดีได้ไม่แตกต่างกันมาก

คือการคลอดเองตามธรรมชาติเป็นเรื่องดี แต่บ้านเรามักผ่าคลอดเพราะอยากสบาย ไม่อยากปวด หรืออยากให้เด็กเกิดมาในฤกษ์งามยามดี ซึ่งทำให้เด็กเสียผลประโยชน์ที่ควรได้ไปมากกว่า ในบ้านเราก็เลยรณรงค์กันโครมๆว่าไม่จำเป็นก็ไม่ต้องผ่าคลอด คลอดตามธรรมชาติกันก่อนดีกว่า แต่ในเมืองจีน กลับกันกับบ้านเราเลยว่ะพับผ่า แต่ก็สุดโต่งเกินไปนะแบบในเคสนี้

เพราะถ้ามันมีภาวะบางอย่าง ที่ทำให้เด็กคลอดไม่ได้ หรือเด็กจะแย่ถ้าไม่สามารถเอาเด็กออกมาได้ทันที มันก็ต้องผ่าคลอดว่ะ

ยกตัวอย่างเช่น เด็กตัวโตมาก เด็กเอาก้นลง แม่มีปัญหาครรภ์เป็นพิษรุนแรง มีปัญหารกลอกตัวก่อนกำหนด รกเกาะต่ำมาก ตรวจชีพจรเด็กในท้องแม่แล้วเด็กกำลังแย่ ไรพวกนี้ มันก็จำเป็นต้องผ่า จะรอคลอดตามธรรมชาติก็ไม่ได้แล้ว

ดังนั้นเรื่องพวกนี้ ไม่ใช่เรื่องที่จะทำให้มันสุดโต่งเกินไปไม่ว่าจะฝั่งไหนก็ตาม แต่มันเป็นเรื่องที่ต้องทำเมื่อเหมาะสม คือไม่มีข้อบ่งชี้ว่าต้องผ่าคลอด ก็คลอดปรกติไป แต่ถ้าจำเป็น หมอบอกว่าควรผ่าแล้วเพราะเสี่ยงกับแม่และเด็ก 

จังหวะนั้นมันก็ต้องผ่า อย่าให้เกิดเรื่องแบบในข่าวนี้กับบ้านเราละกัน",1849,1,5001,159,118,2017-09-07 01:45:21.000000 UTC,2017,9,dramaadd
"ไอ้เราก็นึกว่า เป็นคดีใหญ่ จากเพจอีควีน อีจัน พอดูจนจบ อยากจะถีบ 55555 

ส่วนอีตาหนวดนั่น ฟังแต่เสียง กูก็นึกว่าชูวิทย์มาเอง แม่งเหมือนชิ๊บบบบหาย 

แต่ก็เอาวะ สาวๆหรือหนุ่มๆท่านใด อยากลุ้นรางวัลใหญ่ Samsung Galaxy S8+ สี Rose Pink แจ่มอร่ามตา สวยบาดใจ ก็เข้าไปทายกันได้ ว่า ""ใครฆ่าซิลวี่.....?"" 

อะไรนะ ซิลวี่ไหน เอ๊าาาก็เข้าไปดูในคลิปซะก่อนสิวะ 5555 ไม่ดูแล้วจะทายถูกรึ

ส่วนตัวนี่คิดว่าป้าติ๊กป่าวว ดูออกตัวแรง ถถถถถถถถถ

ถ้าดูแล้วก็เข้าไปทายได้ที่ https://goo.gl/YXLzTm ขอให้โชคดีนะจ๊ะ",489,1,3314,58,7,2017-09-07 01:58:04.000000 UTC,2017,9,ejeab
สกู๊ปนี้ของไบรท์ทีวียอดมากคนับ,30,2,4550,190,0,2017-09-07 02:04:52.000000 UTC,2017,9,dramaadd
เลวจริงๆแม่งเอ้ย ล่ากระทั่งแรปเตอร์ใกล้สูญพันธ์มาทำลาบเลือดกินกันได้ลงคอ ถ้าไดโนเสาร์บ้านเราสูญพันธ์หมดมึงจะรับผิดชอบยังไงวะ นี่ถ้าไอ้พวกที่กินดิบติดเชื้อหูดับขึ้นมากรูจะขำให้ ถถถถถถถถถถ,186,3,9829,662,0,2017-09-07 03:58:02.000000 UTC,2017,9,dramaadd
น่ารักดีนะคนับ,14,4,3979,253,97,2017-09-07 04:10:52.000000 UTC,2017,9,dramaadd
"มีสื่อมวลชนส่งข่าววงในมา เนื้อหาข่าวมึงอย่ารุ้เลย
แต่ที่แน่ๆคือ มึงไปซื้อเกมนี้ มากักตุนกันด่วน ก่อนจะหมดโอกาส ตอนนี้ลด 40% ด้วยนะะะะะะ",135,4,1663,157,71,2017-09-07 04:38:27.000000 UTC,2017,9,dramaadd
"บทสรุปดราม่าเด็กแพ้นมวัวนั่น คุณพ่อไปปรึกษาทาง รร มา สรุปว่า ฝากให้จ่าแจ้งพ่อแม่พี่น้องที่ตามดราม่า ดังนี้

ได้รับแจ้งจากคุณพ่อน้องว่า ได้ขอร้องทุกฝ่าย คือ 
ทางคุณแม่ และทางโรงเรียน และสื่อมวลชนแขนงต่าง ๆ
ขอให้ยุติการเสนอข่าวนี้  เพราะคุณพ่อได้พูดคุยทำความเข้าใจกับผู้บริหารโรงเรียนแล้ว

อยากให้คุณแม่ใช้เวลาที่มีทั้งหมด
ในการดูแลสภาพร่างกายและจิตใจของลูกอย่างเต็มที่
ขอบคุณทุกฝ่ายที่แสดงความห่วงใย และหากเรื่องที่เกิดขึ้นกระทบต่อผู้ใด คุณพ่อของน้องฝากขออโหสิกรรมมา ณ โอกาสนี้",476,4,3075,188,63,2017-09-07 04:45:08.000000 UTC,2017,9,dramaadd
แชร์เยอะจนน่ารำคาญ,18,5,1938,120,168,2017-09-07 05:03:26.000000 UTC,2017,9,dramaadd
ขอบคุณสำนักงานกิจการยุติธรรมสำหรับข้อมมูลเป๊ะๆว่ากฏหมายเกี่ยวกับการโฆษณานมห้ามทำไรมั่งนะคนับ พร่งนี้ประกาศใช้ละนะ โอ้วเยส โอ้วเยสสสสสสสสสสสสส,141,5,949,24,0,2017-09-07 05:26:26.000000 UTC,2017,9,dramaadd
"ดราม่าวงการเกมว่ะ  ประมาณว่าเป็นเกมคนละเกมกัน
แต่พอจะโพสหาข้อมูลเกมนึงในกูเกิ้ล ดันไปขึ้นข้อมูลอีกเกมเฉ้ยยย อันนี้เป็นเทคนิค SEO ที่สมัยก่อนเคยเห็นในวงการมือถือ แบบกรูจะหาข้อมูลไอโฟนเลยกูเกิ้ลดู ไอ้สัส ไปขึ้นมือถือแอนดรอยด์ยี่ห้อดังเป็นอันดับต้นๆในคำค้นหาได้ไงวะ

 ล่าสุดทางบริษัทที่เกี่ยวข้องออกมาแจงละ ก็ดีนะเพราะวิธีการแบบนี้มันไม่ถูกต้อง",341,6,733,37,0,2017-09-07 06:02:46.000000 UTC,2017,9,dramaadd
"เข้ แม่งวิ่งท่านารุโตะกันแล้วว่ะ
ปล วิ่งท่านี้ไม่มีหัวทิ่มเรอะ",62,6,9830,665,1,2017-09-07 06:07:17.000000 UTC,2017,9,dramaadd
จะแก้ได้เหรอวะ...,17,8,2528,914,0,2017-09-07 08:04:54.000000 UTC,2017,9,dramaadd
"ในขณะที่ละครช่องเจ็ดวันก่อน แก้บทเรื่องการแพ้อาหารให้ถูกต้องเป็นที่น่าประทับใจของคนดูยิ่ง วันนี้ละครช่องสาม เขียนบทให้ตัวละครสั่งกุ้งเผามาแดกทั้งที่ตัวเองแพ้กุ้ง เพื่อกินให้ตัวเองป่วยจะได้เรียกคะแนนสงสารจากพระเอก

ด้วยความไม่เคารพครับ ไอ้คนเขียนบทนี่มึงคิดดีแล้วใช่มั้ย
นาทีที่ 8 ลงไป ห่า มึงดูทีมละครช่องเจ็ดเป็นตัวอย่างมั่งดิวะ!!!!

ปล โพสแบบนี้เด๋วติ่งละครช่องสามมาถล่มกูแน่ ถถถถถถถถถถถถถถ",392,8,5297,271,49,2017-09-07 08:38:33.000000 UTC,2017,9,dramaadd
"The Mask Singer มึงมาอีกแล้วเหรอ 
ชิบหายเพิ่งจบซีซั่น2 ไป ยังไม่ทันกวาดเวที

ซีซั่น3มาอีกแล้ว 
มึงทำหน้ากากทันหรือนั่น 55555 
น่าจะเว้นให้คนคิดถึงสัก เดือนสองเดือนนะ

กูว่าไม่ต้องเรียกเป็นซีซั่นหรอก 
มึงจัดทุกคืน เป็นรายการประจำไปเลยก็ได้ 55555

อะไรบ่อยๆแม่งจะกร่อยเอานะ Workpoint Entertainment

กูแฟนพันธ์แท้ กูยังเบื่อเลย อีห่า
เสียดายรายการดีๆ",347,8,31858,1251,124,2017-09-07 08:48:53.000000 UTC,2017,9,ejeab
เดือนก่อนที่มีข่าวว่า รพ เอกชนหลายแห่งขอถอนตัวจาก บัตรทองสามสิบบาท ใครที่อยากรู้ว่า กรูโดนหางเลขด้วยรึเปล่าวะ สามารถตรวจสอบได้ในเว็บนี้โดยกรอกรหัสบัตรประชาชนลงไปนะครับ อันนี้ปลอดภัยนะเป็นเว็บของ สปสช กรอกข้อมูลได้,213,8,719,18,100,2017-09-07 08:50:01.000000 UTC,2017,9,dramaadd
"55555555555555555555
 ที่ใช้ ""ผัวคนล่าสุด"" เพราะ นับไม่ไหวว่า เป็นคนที่เท่าไหร่แน่ เยอะจัด",90,9,15093,482,173,2017-09-07 09:36:22.000000 UTC,2017,9,ejeab
คลิปที่เจ้าหน้าที่ ช่วยกันทำครับ หาทุนไปซื้อเครื่องมือแพทย์ให้ รพ ขอนแก่น ดูแล้วถูกใจก็ช่วยกันคนละไม้คนละมือ แค่กดมือถือเท่านั้นฮะ,130,9,2675,30,0,2017-09-07 09:59:35.000000 UTC,2017,9,dramaadd
เทศกาลปล่อยนก?,14,10,11064,297,1,2017-09-07 10:06:06.000000 UTC,2017,9,dramaadd
ของโคตรดี รวมรายชื่อ รพ และคลินิคที่มีจิตแพทย์เด็กทั่วไทย ใครที่ลูกเต้ามีปัญหาเรื่องสุขภาพจิต โรคซึมเศร้า โรคจิตเวช ยาเสพติด อารมณ์ฉุนเฉียว บุคลิคภาพ บลาๆ ไปปรึกษาได้เบยนะ,171,10,900,14,0,2017-09-07 10:08:20.000000 UTC,2017,9,dramaadd
สิบสามผัวกันเลยทีเดียว อ้อ สิบสี่ละ,35,10,3897,200,0,2017-09-07 10:40:30.000000 UTC,2017,9,dramaadd
"; _ ; ) หายไวๆพ่อคุณ อนึ่ง โรคธาลัสซีเมียเป็นโรคที่คนไทยเป็นกันเยอะ เป็นความผิดปรกติเกี่ยวกับพันธกรรมที่ทำให้เม็ดเลือดแดง ทำให้เม็ดเลือดแดงแตกง่าย แต่โรคนี้มีระดับความรุนแรงหลากหลาย มีตั้งแต่คนที่ไม่มีอาการอะไรเลย โลหิตจางเล็กน้อย จนไปถึงคนที่เป็นหนักมากๆจนต้องผ่าตัดม้าม ไรงี้

อ่านเพิ่มเติมได้ที่ https://medthai.com/%E0%B8%98%E0%B8%B2%E0%B8%A5%E0%B8%B1%E0%B8%AA%E0%B8%8B%E0%B8%B5%E0%B9%80%E0%B8%A1%E0%B8%B5%E0%B8%A2/",419,10,6676,114,138,2017-09-07 10:51:55.000000 UTC,2017,9,dramaadd
เอ่อ....เขาตกเลขศูนย์ไปตัวปะวะ ถามครูอัตราจ้างหน่อย ได้เท่านี้จริงดิ,68,12,6309,743,860,2017-09-07 12:21:49.000000 UTC,2017,9,dramaadd
